"","Phenotype","Chr","qtl_type","Pos_bp","Lod","Status","Gene","Gene_chr","Gene_start","Gene_end","mash_protein","abs_pos","is_mash","mouse_tau"
"26","Sult3a2","10","trans",28566278,60.8885890131129,"Significant_001","Sult3a2","10",33766424,33786704,NA,1486708281,FALSE,-0.158673609208002
"27","Sult3a2","10","cis",33949079,60.7029885645056,"Significant_001","Sult3a2","10",33766424,33786704,NA,1492091082,FALSE,-0.158673609208002
"28","Cat__1","2","trans",102058025,60.6771297989606,"Significant_001","Cat","2",103453904,103485153,NA,304529996,FALSE,-0.146559296189332
"29","Ces1d__1","8","cis",92909216,60.3597423610074,"Significant_001","Ces1d","8",93166072,93197804,NA,1283054896,FALSE,-0.121248533142203
"30","Asl__1","5","cis",130822944,60.356329606434,"Significant_001","Asl","5",130011258,130024381,NA,852955935,FALSE,-0.0484502252109816
"31","Aldh7a1__2","18","cis",56708056,60.3215761751905,"Significant_001","Aldh7a1","18",56524722,56572991,NA,2486319224,FALSE,-0.0368699538335055
"32","Aldh7a1__2","18","trans",57898072,60.2931761108849,"Significant_001","Aldh7a1","18",56524722,56572991,NA,2487509240,FALSE,-0.0368699538335055
"33","Ces1d__1","8","trans",91668301,60.1372527217572,"Significant_001","Ces1d","8",93166072,93197804,NA,1281813981,FALSE,-0.121248533142203
"34","Acaa2__1","18","trans",73735206,60.027515159681,"Significant_001","Acaa2","18",74779212,74806207,NA,2503346374,FALSE,-0.147725755563519
"35","Ganc__1","2","cis",119458233,60.02714035344,"Significant_001","Ganc","2",120403896,120460866,NA,321930204,FALSE,-0.0811954100526312
"36","Ganc__1","2","trans",121437862,60.0051983689783,"Significant_001","Ganc","2",120403896,120460866,NA,323909833,FALSE,-0.0811954100526312
"37","Cat__2","2","trans",105386084,59.3179244611664,"Significant_001","Cat","2",103453904,103485153,NA,307858055,FALSE,-0.146559296189332
"38","Cat__2","2","cis",103485140,59.3179241300396,"Significant_001","Cat","2",103453904,103485153,NA,305957111,FALSE,-0.146559296189332
"39","Gm20390__1","11",NA,95303137,59.0803439683476,"Significant_001","Gm20390",NA,NA,NA,NA,1691140133,FALSE,0.0743090836267049
"40","Nudt1","5","cis",140325196,58.4029978167838,"Significant_001","Nudt1","5",140321622,140338137,NA,862458187,FALSE,0.0388765377204684
"41","Cyp2d40","15","cis",82370627,58.2891351358922,"Significant_001","Cyp2d40","15",82759833,82764122,NA,2193743071,FALSE,0.0568813716404078
"42","Inmt","6","trans",54039794,58.1562487774171,"Significant_001","Inmt","6",55170627,55174990,NA,935007469,FALSE,-0.0506847678675577
"43","Asl__1","5","trans",128984720,57.506383675191,"Significant_001","Asl","5",130011258,130024381,NA,851117711,FALSE,-0.0484502252109816
"44","Decr1__2","4","trans",22357614,57.2445270028052,"Significant_001","Decr1","4",15917240,15945377,NA,580982489,FALSE,0.00634525792103211
"45","Cat__1","2","cis",102580758,57.2264697943171,"Significant_001","Cat","2",103453904,103485153,NA,305052729,FALSE,-0.146559296189332
"46","unknow_214","15",NA,78413720,56.7383505574622,"Significant_001","unknow_214",NA,NA,NA,NA,2189786164,FALSE,-0.0228571428571429
"47","Cyp2d40","15","trans",80264270,56.4856952945412,"Significant_001","Cyp2d40","15",82759833,82764122,NA,2191636714,FALSE,0.0568813716404078
"48","Fam213b","4",NA,154969749,56.3398603723919,"Significant_001","Fam213b",NA,NA,NA,NA,713594624,FALSE,0.141894317341011
"49","Gsta3__3","1","cis",20509040,56.2391043448993,"Significant_001","Gsta3","1",21240565,21265575,NA,20509040,FALSE,0.0525960747939372
"50","Gsta3__3","1","trans",20199452,56.2391040042448,"Significant_001","Gsta3","1",21240565,21265575,NA,20199452,FALSE,0.0525960747939372
"51","Fpgt","3","cis",154576688,56.0627685335774,"Significant_001","Fpgt","3",155084915,155093387,NA,546161883,FALSE,0.0987087517934003
"52","Gcdh__2","8","trans",85901933,55.6776795419886,"Significant_001","Gcdh","8",84886387,84893921,NA,1276047613,FALSE,0.00336990595611285
"53","Gcdh__2","8","cis",84840398,55.6776795419886,"Significant_001","Gcdh","8",84886387,84893921,NA,1274986078,FALSE,0.00336990595611285
"54","Decr1__2","4","cis",15957933,55.651080195009,"Significant_001","Decr1","4",15917240,15945377,NA,574582808,FALSE,0.00634525792103211
"55","Ces1f__2","8","cis",93079477,55.4778922420262,"Significant_001","Ces1f","8",93256236,93279766,NA,1283225157,FALSE,0.0111516326917807
"56","Ttc9c__1","19","cis",8920690,55.4557622668001,"Significant_001","Ttc9c","19",8809066,8819353,NA,2536234497,FALSE,0.0181845116847524
"57","Them7__1","2","cis",105386084,55.1442535500453,"Significant_001","Them7","2",105224342,105379860,NA,307858055,FALSE,-0.107960997194201
"58","Them7__1","2","trans",104112239,55.144252600356,"Significant_001","Them7","2",105224342,105379860,NA,306584210,FALSE,-0.107960997194201
"59","Ces1b","8","trans",91801872,54.8696015148048,"Significant_001","Ces1b","8",93056725,93080017,NA,1281947552,FALSE,-0.0241653842640414
"60","Cyp2d40__1","15","cis",82370627,54.8275676777268,"Significant_001","Cyp2d40","15",82759833,82764122,NA,2193743071,FALSE,0.0568813716404078
"61","Aldh1l1__1","6","cis",90382073,54.6007218118326,"Significant_001","Aldh1l1","6",90550768,90599171,NA,971349748,FALSE,0.0124867367947664
"62","Aldh1l1__1","6","trans",88726590,54.5818172614855,"Significant_001","Aldh1l1","6",90550768,90599171,NA,969694265,FALSE,0.0124867367947664
"63","Fah__1","7","cis",84347417,54.5289288095672,"Significant_001","Fah","7",84585159,84605942,NA,1122051638,FALSE,-0.0586672850306723
"64","Ces1b","8","cis",92358210,54.5098533304323,"Significant_001","Ces1b","8",93056725,93080017,NA,1282503890,FALSE,-0.0241653842640414
"65","Baat__1","4","cis",49656723,54.3965126934404,"Significant_001","Baat","4",49489416,49507915,NA,608281598,FALSE,0.0225632593404586
"66","Cyp2d40__1","15","trans",78282766,54.34994706399,"Significant_001","Cyp2d40","15",82759833,82764122,NA,2189655210,FALSE,0.0568813716404078
"67","Pzp__3","6","trans",126101843,53.7556499711397,"Significant_001","Pzp","6",128483567,128526720,NA,1007069518,FALSE,0.0281004279359993
"68","Pzp__3","6","cis",128321156,53.7499816112985,"Significant_001","Pzp","6",128483567,128526720,NA,1009288831,FALSE,0.0281004279359993
"69","Fpgt","3","trans",153911658,53.7489530253192,"Significant_001","Fpgt","3",155084915,155093387,NA,545496853,FALSE,0.0987087517934003
"70","Ttc9c__1","19","trans",6829911,53.7231638323326,"Significant_001","Ttc9c","19",8809066,8819353,NA,2534143718,FALSE,0.0181845116847524
"71","Ces1f__2","8","trans",91668301,53.6968650180981,"Significant_001","Ces1f","8",93256236,93279766,NA,1281813981,FALSE,0.0111516326917807
"72","Baat__1","4","trans",52487889,53.5249987176805,"Significant_001","Baat","4",49489416,49507915,NA,611112764,FALSE,0.0225632593404586
"73","Fah__1","7","trans",88290987,53.3713941108982,"Significant_001","Fah","7",84585159,84605942,NA,1125995208,FALSE,-0.0586672850306723
"74","Ccdc141","2","trans",78870550,52.9136437595955,"Significant_001","Ccdc141","2",77009902,77173769,NA,281342521,FALSE,-0.148231581981326
"75","unknow_163","5",NA,120463196,52.8398591677906,"Significant_001","unknow_163",NA,NA,NA,NA,842596187,FALSE,-0.00590959237163677
"76","Bhmt2","13","trans",95633659,52.6299974502162,"Significant_001","Bhmt2","13",93656097,93674302,NA,1947682220,FALSE,-0.0540295549887219
"77","Bhmt2","13","cis",93637555,52.6299962087253,"Significant_001","Bhmt2","13",93656097,93674302,NA,1945686116,FALSE,-0.0540295549887219
"78","Zadh2","18","cis",84087684,52.3699720361066,"Significant_001","Zadh2","18",84088126,84097528,NA,2513698852,FALSE,-0.10737032979487
"79","Aldh1a1__2","19","trans",18703443,52.3136423381524,"Significant_001","Aldh1a1","19",20492583,20643463,NA,2546017250,FALSE,0.233748620977999
"80","Aldh1a1__2","19","cis",20699987,52.2200904305536,"Significant_001","Aldh1a1","19",20492583,20643463,NA,2548013794,FALSE,0.233748620977999
"81","Akr1c12__1","13","cis",4191259,52.1466688666717,"Significant_001","Akr1c12","13",4268172,4279399,NA,1856239820,FALSE,-0.0795792314016485
"82","Hsd17b13__1","5","trans",102928269,52.1041754132464,"Significant_001","Hsd17b13","5",103955442,103977388,"Hsd17b13__1",825061260,FALSE,0.225541244176487
"83","Hsd17b13__1","5","cis",104113450,52.0995231434081,"Significant_001","Hsd17b13","5",103955442,103977388,"Hsd17b13__1",826246441,FALSE,0.225541244176487
"84","Fbln1__1","10","trans",62945336,52.0190155151257,"Significant_001","Fbln1","15",85205949,85286294,NA,1521087339,FALSE,0.255667310866284
"85","Akr1c12__1","13","trans",5870051,51.9332890383083,"Significant_001","Akr1c12","13",4268172,4279399,NA,1857918612,FALSE,-0.0795792314016485
"86","Wbscr27","5",NA,135246063,51.8933687803531,"Significant_001","Wbscr27",NA,NA,NA,NA,857379054,FALSE,-0.00332914838691475
"87","unknow_334","7",NA,97299285,51.6722403953064,"Significant_001","unknow_334",NA,NA,NA,NA,1135003506,FALSE,0.03605743279715
"88","Rdh7__1","10","cis",128408808,51.6105567304877,"Significant_001","Rdh7","10",127884027,127889247,NA,1586550811,FALSE,-0.0223243459746611
"89","Gstz1","12","trans",84772900,51.0446938951925,"Significant_001","Gstz1","12",87147161,87164723,NA,1809692439,FALSE,-0.00156699060508323
"90","Ugt3a2","15","trans",10358582,50.7599570192964,"Significant_001","Ugt3a2","15",9335551,9370955,NA,2121731026,FALSE,-0.0135267126223553
"91","Ugt3a2","15","cis",10293660,50.7599570183665,"Significant_001","Ugt3a2","15",9335551,9370955,NA,2121666104,FALSE,-0.0135267126223553
"92","Zadh2","18","trans",83001284,50.4699576060697,"Significant_001","Zadh2","18",84088126,84097528,NA,2512612452,FALSE,-0.10737032979487
"93","Mrps36__1","13","cis",100498835,50.437327872279,"Significant_001","Mrps36","13",100735940,100744659,NA,1952547396,FALSE,-0.148681409026709
"94","Sult3a1","10","trans",28566278,50.3739615705109,"Significant_001","Sult3a1","10",33851020,33879475,NA,1486708281,FALSE,-0.151885658873875
"95","Nudt1","5","trans",142191920,50.3608106851293,"Significant_001","Nudt1","5",140321622,140338137,NA,864324911,FALSE,0.0388765377204684
"96","Gstz1","12","cis",86695487,50.2545425777304,"Significant_001","Gstz1","12",87147161,87164723,NA,1811615026,FALSE,-0.00156699060508323
"97","Slc27a2__1","2","cis",126718144,50.2351944419136,"Significant_001","Slc27a2","2",126553024,126588243,NA,329190115,FALSE,-0.201607746414543
"98","Sult3a1","10","cis",34126367,49.979375119965,"Significant_001","Sult3a1","10",33851020,33879475,NA,1492268370,FALSE,-0.151885658873875
"99","Tymp","15","cis",88701412,49.9341078776716,"Significant_001","Tymp","15",89371631,89377036,NA,2200073856,FALSE,-0.00537555073044248
"100","Tymp","15","trans",90497074,49.93410761703,"Significant_001","Tymp","15",89371631,89377036,NA,2201869518,FALSE,-0.00537555073044248
"101","Aldh1a1__1","19","cis",20643414,49.6315056008485,"Significant_001","Aldh1a1","19",20492583,20643463,NA,2547957221,FALSE,0.233748620977999
"102","Aldh1a1__1","19","trans",21858277,49.6195053815488,"Significant_001","Aldh1a1","19",20492583,20643463,NA,2549172084,FALSE,0.233748620977999
"103","Crym","7","cis",119528523,49.2301980753648,"Significant_001","Crym","7",120186380,120201989,NA,1157232744,FALSE,-0.0592616625992749
"104","Agl__1","3","cis",116110216,49.0760900102066,"Significant_001","Agl","3",116739999,116808166,NA,507695411,FALSE,-0.253395731882989
"105","Acox1__1","11","trans",115163527,49.0216782665249,"Significant_001","Acox1","11",116171883,116199045,"Acox1__1",1711000523,TRUE,-0.0596510459486617
"106","Acox1__1","11","cis",115182851,49.0216782665248,"Significant_001","Acox1","11",116171883,116199045,"Acox1__1",1711019847,TRUE,-0.0596510459486617
"107","Vwa8__1","14","cis",78559522,48.9235828214191,"Significant_001","Vwa8","14",78849058,79202310,NA,2058029722,FALSE,-0.144521505716354
"108","Vwa8__1","14","trans",77826147,48.923582760023,"Significant_001","Vwa8","14",78849058,79202310,NA,2057296347,FALSE,-0.144521505716354
"109","Ccdc141","2","cis",77089250,48.2581528153231,"Significant_001","Ccdc141","2",77009902,77173769,NA,279561221,FALSE,-0.148231581981326
"110","Cyp46a1","12","cis",108203160,47.9864051788217,"Significant_001","Cyp46a1","12",108334268,108362234,NA,1833122699,FALSE,-0.102190110634455
"111","Utrn","10","cis",12666717,47.9646285279813,"Significant_001","Utrn","10",12382187,12869888,NA,1470808720,FALSE,0.0471610046078131
"112","Utrn","10","trans",11297593,47.9646282811198,"Significant_001","Utrn","10",12382187,12869888,NA,1469439596,FALSE,0.0471610046078131
"113","Hsd17b4__1","18","cis",50093145,47.8879286076166,"Significant_001","Hsd17b4","18",50128201,50196270,NA,2479704313,FALSE,0.0581894582990774
"114","Rdh7__1","10","trans",128907645,47.7944179236769,"Significant_001","Rdh7","10",127884027,127889247,NA,1587049648,FALSE,-0.0223243459746611
"115","Plbd1","6","trans",135377219,47.7307547188213,"Significant_001","Plbd1","6",136612071,136662303,NA,1016344894,FALSE,-0.0705286309561453
"116","Tnks1bp1","2","cis",85136683,47.6877326228342,"Significant_001","Tnks1bp1","2",85048013,85073048,NA,287608654,FALSE,0.0863377609108159
"117","Crym","7","trans",118807020,47.6663885434069,"Significant_001","Crym","7",120186380,120201989,NA,1156511241,FALSE,-0.0592616625992749
"118","Cpne3__1","4","cis",19519378,47.6484246156846,"Significant_001","Cpne3","4",19519252,19570108,NA,578144253,FALSE,-0.0298430901335807
"119","Sord__1","2","cis",122809495,47.5488309476707,"Significant_001","Sord","2",122234839,122265337,NA,325281466,FALSE,0.018037959117707
"120","Agl__1","3","trans",113569959,47.5482603419608,"Significant_001","Agl","3",116739999,116808166,NA,505155154,FALSE,-0.253395731882989
"121","Sord__1","2","trans",118113173,47.5449328023689,"Significant_001","Sord","2",122234839,122265337,NA,320585144,FALSE,0.018037959117707
"122","Lyplal1","1","cis",186100241,47.5447321185407,"Significant_001","Lyplal1","1",186087732,186117310,NA,186100241,FALSE,-0.050375585864761
"123","Paox","7","cis",140099937,47.473576676202,"Significant_001","Paox","7",140115735,140134334,NA,1177804158,FALSE,-0.0113483848753786
"124","Cyp3a25","5","cis",146231570,47.4488494974963,"Significant_001","Cyp3a25","5",145977192,146009644,NA,868364561,FALSE,-0.0435454743484341
"125","Abca3","17","cis",24839264,47.4448670866606,"Significant_001","Abca3","17",24351921,24410204,NA,2352463161,FALSE,-0.0552936012347252
"126","Pon1__1","6","cis",5160225,47.444092907773,"Significant_001","Pon1","6",5168090,5193987,NA,886127900,FALSE,-0.0515560989663484
"127","Cpne3__1","4","trans",21727845,47.3837162252186,"Significant_001","Cpne3","4",19519252,19570108,NA,580352720,FALSE,-0.0298430901335807
"128","Isoc2b","7","cis",4811533,47.3741040032881,"Significant_001","Isoc2b","7",4844959,4866179,NA,1042515754,FALSE,0.0808274685433994
"129","Tnks1bp1","2","trans",90580519,47.3088914057606,"Significant_001","Tnks1bp1","2",85048013,85073048,NA,293052490,FALSE,0.0863377609108159
"130","Tjp1__1","7","cis",65691709,47.1215501682896,"Significant_001","Tjp1","7",65296165,65527850,NA,1103395930,FALSE,0.00735712629382128
"131","Upb1__1","10","cis",75573600,46.6746955920914,"Significant_001","Upb1","10",75406911,75441679,NA,1533715603,FALSE,-0.0621088479085009
"132","Paox","7","trans",141151769,46.6746253502298,"Significant_001","Paox","7",140115735,140134334,NA,1178855990,FALSE,-0.0113483848753786
"133","unknow_190","10",NA,128567899,46.672769971403,"Significant_001","unknow_190",NA,NA,NA,NA,1586709902,FALSE,0.0790394064256687
"134","Ces2e__1","8","cis",104961810,46.4919106344786,"Significant_001","Ces2e","8",104926260,104934672,NA,1295107490,FALSE,-0.0131613157099592
"135","Plbd1","6","cis",136651913,46.4522088108652,"Significant_001","Plbd1","6",136612071,136662303,NA,1017619588,FALSE,-0.0705286309561453
"136","Pon1__1","6","trans",4077258,46.3355363638065,"Significant_001","Pon1","6",5168090,5193987,NA,885044933,FALSE,-0.0515560989663484
"137","Glyat","19","cis",12587657,46.1009078074808,"Significant_001","Glyat","19",12633308,12651737,NA,2539901464,FALSE,0.0903162791351336
"138","D10Jhu81e__1","10",NA,77028873,45.9586931883848,"Significant_001","D10Jhu81e",NA,NA,NA,NA,1535170876,FALSE,-0.113673574073684
"139","Aox3__1","1","cis",58146491,45.9556306979809,"Significant_001","Aox3","1",58113135,58202221,NA,58146491,FALSE,0.026076691190421
"140","Aox3__1","1","trans",59123567,45.9556048503075,"Significant_001","Aox3","1",58113135,58202221,NA,59123567,FALSE,0.026076691190421
"141","Glyat","19","trans",11586639,45.8576062728955,"Significant_001","Glyat","19",12633308,12651737,NA,2538900446,FALSE,0.0903162791351336
"142","Rrbp1__1","2","cis",144595061,45.843700375968,"Significant_001","Rrbp1","2",143947395,144011296,NA,347067032,FALSE,0.112175648702595
"143","Cyp3a25","5","trans",144966474,45.7471480786067,"Significant_001","Cyp3a25","5",145977192,146009644,NA,867099465,FALSE,-0.0435454743484341
"144","Slc27a2__1","2","trans",127575668,45.6518123579072,"Significant_001","Slc27a2","2",126553024,126588243,NA,330047639,FALSE,-0.201607746414543
"145","Rrbp1__1","2","trans",145712491,45.5182903547475,"Significant_001","Rrbp1","2",143947395,144011296,NA,348184462,FALSE,0.112175648702595
"146","Gcat","15","trans",75754511,45.4788625256067,"Significant_001","Gcat","15",79030874,79042531,NA,2187126955,FALSE,-0.0573477250489237
"147","Aldh4a1__2","4","trans",137920949,45.3310054068932,"Significant_001","Aldh4a1","4",139622871,139649691,NA,696545824,FALSE,0.0536394507603721
"148","Aldh4a1__2","4","cis",138799324,45.3007516630231,"Significant_001","Aldh4a1","4",139622871,139649691,NA,697424199,FALSE,0.0536394507603721
"149","Sardh__1","2","cis",27101530,45.2457696474085,"Significant_001","Sardh","2",27188393,27248332,NA,229573501,FALSE,-0.123848472711175
"150","Gcat","15","cis",78346392,45.2441756977253,"Significant_001","Gcat","15",79030874,79042531,NA,2189718836,FALSE,-0.0573477250489237
"151","Gstp2__1","19","cis",4264863,45.1699495040111,"Significant_001","Gstp2","19",4040288,4042221,NA,2531578670,FALSE,-0.16315818102698
"152","Upb1__1","10","trans",76614565,45.1242656852362,"Significant_001","Upb1","10",75406911,75441679,NA,1534756568,FALSE,-0.0621088479085009
"153","Fasn__1","11","cis",121306802,44.9173145476901,"Significant_001","Fasn","11",120805958,120825166,"Fasn__1",1717143798,TRUE,0.0600304965884577
"154","Tjp1__1","7","trans",66302732,44.8343687484808,"Significant_001","Tjp1","7",65296165,65527850,NA,1104006953,FALSE,0.00735712629382128
"155","Abca6__1","11","cis",110496430,44.7328895498161,"Significant_001","Abca6","11",110174638,110251776,NA,1706333426,FALSE,-0.15985412230959
"156","Aspa","11","trans",71759626,44.6949262395797,"Significant_001","Aspa","11",73304987,73326876,NA,1667596622,FALSE,0.0347444596481824
"157","Aspa","11","cis",72390170,44.6949251407237,"Significant_001","Aspa","11",73304987,73326876,NA,1668227166,FALSE,0.0347444596481824
"158","Mtus1__3","8","cis",40548286,44.4125588604742,"Significant_001","Mtus1","8",40990912,41133983,NA,1230693966,FALSE,0.0405091545259856
"159","Focad","4","trans",89694372,44.3882826267554,"Significant_001","Focad","4",88094620,88411011,NA,648319247,FALSE,-0.028452933459352
"160","Fasn__1","11","trans",119030876,44.3787723673069,"Significant_001","Fasn","11",120805958,120825166,"Fasn__1",1714867872,TRUE,0.0600304965884577
"161","Abca3","17","trans",25574885,44.3279834800708,"Significant_001","Abca3","17",24351921,24410204,NA,2353198782,FALSE,-0.0552936012347252
"162","Lyplal1","1","trans",187117351,44.2789972801453,"Significant_001","Lyplal1","1",186087732,186117310,NA,187117351,FALSE,-0.050375585864761
"163","Dpp7","2","cis",25627846,44.2426729876689,"Significant_001","Dpp7","2",25352290,25356389,NA,228099817,FALSE,-0.09439186008109
"164","Mtus1__3","8","trans",39046583,44.2095634650372,"Significant_001","Mtus1","8",40990912,41133983,NA,1229192263,FALSE,0.0405091545259856
"165","Adh4__1","3","cis",137628084,44.1661814970866,"Significant_001","Adh4","3",138415456,138432683,NA,529213279,FALSE,0.0515214098857222
"166","Adh4__1","3","trans",135888491,44.1661812613803,"Significant_001","Adh4","3",138415456,138432683,NA,527473686,FALSE,0.0515214098857222
"167","Mylk","16","cis",34178375,43.8639829415178,"Significant_001","Mylk","16",34745199,35002436,NA,2256594504,FALSE,0.1045437232857
"168","Mrps36__1","13","trans",99423015,43.8582737500888,"Significant_001","Mrps36","13",100735940,100744659,NA,1951471576,FALSE,-0.148681409026709
"169","Pnpo__1","11","trans",99222066,43.7658097574872,"Significant_001","Pnpo","11",96937816,96944019,NA,1695059062,FALSE,0.0545917040847159
"170","Naglu","11","cis",100956805,43.6379240277713,"Significant_001","Naglu","11",101070090,101077672,NA,1696793801,FALSE,-0.0610423649612468
"171","Isoc2b","7","trans",6131586,43.6353037996182,"Significant_001","Isoc2b","7",4844959,4866179,NA,1043835807,FALSE,0.0808274685433994
"172","Hdlbp__1","1","cis",93498946,43.5283325851281,"Significant_001","Hdlbp","1",93405940,93478917,NA,93498946,FALSE,-0.0294214783115852
"173","Aldh4a1","4","cis",139965526,43.4282405562203,"Significant_001","Aldh4a1","4",139622871,139649691,NA,698590401,FALSE,0.0536394507603721
"174","Lace1","10",NA,42502087,43.3808578243392,"Significant_001","Lace1",NA,NA,NA,NA,1500644090,FALSE,-0.0142053068882337
"175","Cyp46a1","12","trans",110277664,43.3523056307176,"Significant_001","Cyp46a1","12",108334268,108362234,NA,1835197203,FALSE,-0.102190110634455
"176","Glyat__1","19","cis",12633590,43.2914931444718,"Significant_001","Glyat","19",12633308,12651737,NA,2539947397,FALSE,0.0903162791351336
"177","Glyat__1","19","trans",11481982,43.2914929978518,"Significant_001","Glyat","19",12633308,12651737,NA,2538795789,FALSE,0.0903162791351336
"178","Mylk","16","trans",33185263,43.2696540272702,"Significant_001","Mylk","16",34745199,35002436,NA,2255601392,FALSE,0.1045437232857
"179","Pfkl","10","cis",78464919,43.2536946506419,"Significant_001","Pfkl","10",77986947,78009807,NA,1536606922,FALSE,0.0983269037530479
"180","Pfkl","10","trans",76892645,43.2536942778991,"Significant_001","Pfkl","10",77986947,78009807,NA,1535034648,FALSE,0.0983269037530479
"181","Ces2e__1","8","trans",105937985,42.9961473878509,"Significant_001","Ces2e","8",104926260,104934672,NA,1296083665,FALSE,-0.0131613157099592
"182","Aldh2__2","5","cis",121371874,42.9934661640373,"Significant_001","Aldh2","5",121566027,121593824,NA,843504865,FALSE,-0.0697556759491536
"183","Nup214","2","trans",27101530,42.9495178765029,"Significant_001","Nup214","2",31974408,32053975,NA,229573501,FALSE,-0.0970627991904588
"184","Cps1__1","1","cis",66853225,42.909243674122,"Significant_001","Cps1","1",67122426,67231267,NA,66853225,FALSE,-0.157872546746211
"185","Focad","4","cis",88910171,42.883484552866,"Significant_001","Focad","4",88094620,88411011,NA,647535046,FALSE,-0.028452933459352
"186","Sardh__1","2","trans",28230603,42.8157204742733,"Significant_001","Sardh","2",27188393,27248332,NA,230702574,FALSE,-0.123848472711175
"187","unknow_170","7",NA,105558622,42.8064123878195,"Significant_001","unknow_170",NA,NA,NA,NA,1143262843,FALSE,0.00474284867348451
"188","Tatdn1","15","cis",58874046,42.7395199363824,"Significant_001","Tatdn1","15",58890153,58933756,NA,2170246490,FALSE,-0.0164200369591897
"189","Tmem254c","14","trans",31435993,42.6989242949305,"Significant_001","Tmem254c","14",26063751,26067425,NA,2010906193,FALSE,0.013119101694198
"190","Tmem254c","14","cis",26482859,42.6848127547576,"Significant_001","Tmem254c","14",26063751,26067425,NA,2005953059,FALSE,0.013119101694198
"191","Acaa1b__1","9","cis",119208944,42.5404349979096,"Significant_001","Acaa1b","9",119148043,119157093,NA,1445755837,FALSE,0.0796213925838481
"192","Cps1__1","1","trans",60148016,42.4531842126628,"Significant_001","Cps1","1",67122426,67231267,NA,60148016,FALSE,-0.157872546746211
