"","human_ensembl","human_symbol","mouse_ensembl","mouse_symbol","orthology_type","human_tau","human_p","human_dev","human_dir","human_trait","mouse_tau","mouse_p","mouse_dev","mouse_dir","mouse_trait","sign_concordant","abs_tau_human","abs_tau_mouse","Chr","qtl_type","pos_bp","Lod","has_pqtl","cis_pqtl","trans_pqtl","mash_protein","is_mash"
"14","ENSG00000130702","LAMA5","ENSMUSG00000015647","Lama5","ortholog_one2one",0.316765965361282,0.0116143659742189,0.254322638406828,"1","Liver.fat....",0.0734121736502059,0.0184361907673034,0.0731919585965822,"1","Steatosis_perc_24",TRUE,0.316765965361282,0.0734121736502059,2,"cis",180085606,12.1594761156959,TRUE,TRUE,FALSE,NA,FALSE
"15","ENSG00000130702","LAMA5","ENSMUSG00000015647","Lama5","ortholog_one2one",0.316765965361282,0.0116143659742189,0.254322638406828,"1","Liver.fat....",0.0734121736502059,0.0184361907673034,0.0731919585965822,"1","Steatosis_perc_24",TRUE,0.316765965361282,0.0734121736502059,2,"trans",181187205,10.5179848660631,TRUE,FALSE,TRUE,NA,FALSE
"16","ENSG00000160282","FTCD","ENSMUSG00000001155","Ftcd","ortholog_one2one",-0.0438080590393263,0.688726571625055,0.0416822129492196,"-1","Liver.fat....",0.0303068631377757,0.0456529440983263,0.0481051756496663,"1","Steatosis_perc_24",FALSE,0.0438080590393263,0.0303068631377757,10,"trans",81037219,11.3324470166393,TRUE,FALSE,TRUE,NA,FALSE
"17","ENSG00000160282","FTCD","ENSMUSG00000001155","Ftcd","ortholog_one2one",-0.0438080590393263,0.688726571625055,0.0416822129492196,"-1","Liver.fat....",0.0303068631377757,0.0456529440983263,0.0481051756496663,"1","Steatosis_perc_24",FALSE,0.0438080590393263,0.0303068631377757,10,"cis",77016053,10.9254671247081,TRUE,TRUE,FALSE,NA,FALSE
"18","ENSG00000159267","HLCS","ENSMUSG00000040820","Hlcs","ortholog_one2one",0.0572874618206574,0.618509279983635,0.00759979040634715,"1","Liver.fat....",0.0278745644599303,0.118392989061014,0.0595144816014745,"1","Steatosis_perc_24",TRUE,0.0572874618206574,0.0278745644599303,16,"trans",96008146,16.587085387023,TRUE,FALSE,TRUE,NA,FALSE
"19","ENSG00000159267","HLCS","ENSMUSG00000040820","Hlcs","ortholog_one2one",0.0572874618206574,0.618509279983635,0.00759979040634715,"1","Liver.fat....",0.0278745644599303,0.118392989061014,0.0595144816014745,"1","Steatosis_perc_24",TRUE,0.0572874618206574,0.0278745644599303,16,"cis",94329386,14.6069003920825,TRUE,TRUE,FALSE,NA,FALSE
"20","ENSG00000157617","C2CD2","ENSMUSG00000045975","C2cd2","ortholog_one2one",0.219040295196631,0.307142147239231,0.134094600134715,"1","Liver.fat....",-0.0774852260190709,0.204209673200405,0.0628211503812826,"-1","Steatosis_perc_24",FALSE,0.219040295196631,0.0774852260190709,16,"trans",95300035,9.8607277313105,TRUE,FALSE,TRUE,NA,FALSE
"21","ENSG00000157617","C2CD2","ENSMUSG00000045975","C2cd2","ortholog_one2one",0.219040295196631,0.307142147239231,0.134094600134715,"1","Liver.fat....",-0.0774852260190709,0.204209673200405,0.0628211503812826,"-1","Steatosis_perc_24",FALSE,0.219040295196631,0.0774852260190709,16,"cis",98064559,8.96765308289963,TRUE,TRUE,FALSE,NA,FALSE
"22","ENSG00000243156","MICAL3","ENSMUSG00000051586","Mical3","ortholog_one2one",-0.107835222250649,0.299523890267487,0.0325697641680376,"-1","Liver.fat....",0.0525530327257222,0.601539301949475,0.0398365277133948,"1","Steatosis_perc_24",FALSE,0.107835222250649,0.0525530327257222,8,"trans",71690518,5.8327236671946,TRUE,FALSE,TRUE,NA,FALSE
"23","ENSG00000184470","TXNRD2","ENSMUSG00000075704","Txnrd2","ortholog_one2one",-0.215670444501299,0.0697429485266021,0.0962265923378361,"-1","Liver.fat....",-0.190955021045457,7.30344414738848e-05,0.0843459194823716,"-1","Steatosis_perc_24",TRUE,0.215670444501299,0.190955021045457,16,"trans",14706839,14.9636761430641,TRUE,FALSE,TRUE,NA,FALSE
"24","ENSG00000184470","TXNRD2","ENSMUSG00000075704","Txnrd2","ortholog_one2one",-0.215670444501299,0.0697429485266021,0.0962265923378361,"-1","Liver.fat....",-0.190955021045457,7.30344414738848e-05,0.0843459194823716,"-1","Steatosis_perc_24",TRUE,0.215670444501299,0.190955021045457,16,"cis",17680633,14.8195083594585,TRUE,TRUE,FALSE,NA,FALSE
"25","ENSG00000215251","FASTKD5","ENSMUSG00000079043","Fastkd5","ortholog_one2one",0.0303286562579951,0.275002504043282,0.0359954054541433,"1","Liver.fat....",-0.194571795342014,1.25439427683949e-06,0.0967053138932295,"-1","Steatosis_perc_24",FALSE,0.0303286562579951,0.194571795342014,2,"trans",128896522,4.82225362872382,TRUE,FALSE,TRUE,NA,FALSE
"26","ENSG00000172315","TP53RK","ENSMUSG00000039725","Trp53rka","ortholog_one2many",0.128054326422646,0.0811770675564876,0.312780938419487,"1","Liver.fat....",-0.126785701737743,0.0274232047291451,0.0569651014747905,"-1","Steatosis_perc_24",FALSE,0.128054326422646,0.126785701737743,12,"trans",100300986,10.781905442272,TRUE,FALSE,TRUE,NA,FALSE
"27","ENSG00000100023","PPIL2","ENSMUSG00000022771","Ppil2","ortholog_one2one",0.0775065659926542,0.539910746323784,0.0114920690215605,"1","Liver.fat....",-0.0374952390356755,0.665513166439763,0.0428434901730187,"-1","Steatosis_perc_24",FALSE,0.0775065659926542,0.0374952390356755,16,"trans",49911041,5.48285085993155,TRUE,FALSE,TRUE,NA,FALSE
"28","ENSG00000102804","TSC22D1","ENSMUSG00000022010","Tsc22d1","ortholog_one2one",-0.0336985069533279,0.398880718409403,0.0216572245244055,"-1","Liver.fat....",-0.0112993553301641,0.551873759314281,0.04096490193577,"-1","Steatosis_perc_24",TRUE,0.0336985069533279,0.0112993553301641,14,"cis",76441321,19.2049925379916,TRUE,TRUE,FALSE,NA,FALSE
"29","ENSG00000102804","TSC22D1","ENSMUSG00000022010","Tsc22d1","ortholog_one2one",-0.0336985069533279,0.398880718409403,0.0216572245244055,"-1","Liver.fat....",-0.0112993553301641,0.551873759314281,0.04096490193577,"-1","Steatosis_perc_24",TRUE,0.0336985069533279,0.0112993553301641,14,"trans",73355322,18.812563497035,TRUE,FALSE,TRUE,NA,FALSE
"30","ENSG00000102804","TSC22D1","ENSMUSG00000022010","Tsc22d1","ortholog_one2one",-0.0336985069533279,0.398880718409403,0.0216572245244055,"-1","Liver.fat....",-0.0112993553301641,0.551873759314281,0.04096490193577,"-1","Steatosis_perc_24",TRUE,0.0336985069533279,0.0112993553301641,19,"trans",32824996,5.12187433612834,TRUE,FALSE,TRUE,NA,FALSE
"31","ENSG00000080618","CPB2","ENSMUSG00000021999","Cpb2","ortholog_one2one",0.107835222250649,0.365898469314255,0.0248378113648671,"1","Liver.fat....",0.0566900168277697,0.4468683810799,0.0537446923869859,"1","Steatosis_perc_24",TRUE,0.107835222250649,0.0566900168277697,14,"trans",69733033,5.56989387954084,TRUE,FALSE,TRUE,NA,FALSE
"32","ENSG00000080618","CPB2","ENSMUSG00000021999","Cpb2","ortholog_one2one",0.107835222250649,0.365898469314255,0.0248378113648671,"1","Liver.fat....",0.0566900168277697,0.4468683810799,0.0537446923869859,"1","Steatosis_perc_24",TRUE,0.107835222250649,0.0566900168277697,14,"cis",74947389,5.40080832965257,TRUE,TRUE,FALSE,NA,FALSE
"33","ENSG00000118922","KLF12","ENSMUSG00000072294","Klf12","ortholog_one2one",-0.0876161180786525,0.286207728718555,0.034385328036902,"-1","Liver.fat....",-0.117316266252436,0.0261711891362914,0.0573020959625492,"-1","Steatosis_perc_24",TRUE,0.0876161180786525,0.117316266252436,1,"trans",39551432,4.72928575607036,TRUE,FALSE,TRUE,NA,FALSE
"34","ENSG00000057593","F7","ENSMUSG00000031443","F7","ortholog_one2one",0.080876416687987,0.235041163131173,0.190468958540708,"1","Liver.fat....",-0.156258375770571,0.000353134700411872,0.0737227733193708,"-1","Steatosis_perc_24",FALSE,0.080876416687987,0.156258375770571,8,"cis",13585686,7.60075311851509,TRUE,TRUE,FALSE,NA,FALSE
"35","ENSG00000057593","F7","ENSMUSG00000031443","F7","ortholog_one2one",0.080876416687987,0.235041163131173,0.190468958540708,"1","Liver.fat....",-0.156258375770571,0.000353134700411872,0.0737227733193708,"-1","Steatosis_perc_24",FALSE,0.080876416687987,0.156258375770571,8,"trans",14078880,6.94056599999561,TRUE,FALSE,TRUE,NA,FALSE
"36","ENSG00000100034","PPM1F","ENSMUSG00000026181","Ppm1f","ortholog_one2one",-0.0269588055626623,0.973485261023813,3.39881197051749e-05,"-1","Liver.fat....",-0.0232518919830512,0.853579807176386,0.0422028966848414,"-1","Steatosis_perc_24",TRUE,0.0269588055626623,0.0232518919830512,16,"trans",29586045,6.94315148224419,TRUE,FALSE,TRUE,NA,FALSE
"37","ENSG00000100034","PPM1F","ENSMUSG00000026181","Ppm1f","ortholog_one2one",-0.0269588055626623,0.973485261023813,3.39881197051749e-05,"-1","Liver.fat....",-0.0232518919830512,0.853579807176386,0.0422028966848414,"-1","Steatosis_perc_24",TRUE,0.0269588055626623,0.0232518919830512,16,"cis",17680633,5.51913747129296,TRUE,TRUE,FALSE,NA,FALSE
"38","ENSG00000128322","IGLL1","ENSMUSG00000105906","Iglc1","ortholog_many2many",-0.114574923641315,0.130478684781519,0.0679308982027777,"-1","Liver.fat....",-0.0638894947291894,0.117469600810972,0.0459324229786812,"-1","Steatosis_perc_24",TRUE,0.114574923641315,0.0638894947291894,12,"trans",100415246,4.74982722737132,TRUE,FALSE,TRUE,NA,FALSE
"39","ENSG00000182890","GLUD2","ENSMUSG00000021794","Glud1","ortholog_one2many",0.326875517447281,0.0277374572037234,0.318659748767699,"1","Liver.fat....",-0.143172347885968,0,0.132660488317904,"-1","Steatosis_perc_24",FALSE,0.326875517447281,0.143172347885968,2,"trans",128126164,4.98029455271592,TRUE,FALSE,TRUE,NA,FALSE
"40","ENSG00000142168","SOD1","ENSMUSG00000022982","Sod1","ortholog_one2one",-0.185341788243303,0.0450166024859465,0.116263987961736,"-1","Liver.fat....",0.0274680102030061,0.943184718921922,0.0409201160677785,"1","Steatosis_perc_24",FALSE,0.185341788243303,0.0274680102030061,16,"trans",88560899,4.57464938411481,TRUE,FALSE,TRUE,NA,FALSE
"41","ENSG00000132965","ALOX5AP","ENSMUSG00000060063","Alox5ap","ortholog_one2one",0.202191041719967,0.0304593215488676,0.168184957099567,"1","Liver.fat....",0.0835621174221626,0.0289570735769676,0.110748933913629,"1","Steatosis_perc_24",TRUE,0.202191041719967,0.0835621174221626,5,"cis",149215401,8.23400138665327,TRUE,TRUE,FALSE,NA,FALSE
"42","ENSG00000132965","ALOX5AP","ENSMUSG00000060063","Alox5ap","ortholog_one2one",0.202191041719967,0.0304593215488676,0.168184957099567,"1","Liver.fat....",0.0835621174221626,0.0289570735769676,0.110748933913629,"1","Steatosis_perc_24",TRUE,0.202191041719967,0.0835621174221626,5,"trans",150394168,7.62354598307027,TRUE,FALSE,TRUE,NA,FALSE
"43","ENSG00000156253","RWDD2B","ENSMUSG00000041079","Rwdd2b","ortholog_one2one",0.161752833375974,0.387861916883187,0.0226780911281812,"1","Liver.fat....",-0.0947598360857675,0.0139036769502796,0.0561794023024944,"-1","Steatosis_perc_24",FALSE,0.161752833375974,0.0947598360857675,16,"cis",87440585,11.7100437854368,TRUE,TRUE,FALSE,NA,FALSE
"44","ENSG00000156253","RWDD2B","ENSMUSG00000041079","Rwdd2b","ortholog_one2one",0.161752833375974,0.387861916883187,0.0226780911281812,"1","Liver.fat....",-0.0947598360857675,0.0139036769502796,0.0561794023024944,"-1","Steatosis_perc_24",FALSE,0.161752833375974,0.0947598360857675,16,"trans",88560899,10.7736346407249,TRUE,FALSE,TRUE,NA,FALSE
"45","ENSG00000102743","SLC25A15","ENSMUSG00000031482","Slc25a15","ortholog_one2one",0.134794027813312,0.0410830239303815,0.120455216364139,"1","Liver.fat....",-0.100687929956223,0.000506236398955695,0.0625252905859906,"-1","Steatosis_perc_24",FALSE,0.134794027813312,0.100687929956223,8,"trans",18801911,10.5422933914978,TRUE,FALSE,TRUE,NA,FALSE
"46","ENSG00000102743","SLC25A15","ENSMUSG00000031482","Slc25a15","ortholog_one2one",0.134794027813312,0.0410830239303815,0.120455216364139,"1","Liver.fat....",-0.100687929956223,0.000506236398955695,0.0625252905859906,"-1","Steatosis_perc_24",FALSE,0.134794027813312,0.100687929956223,8,"cis",21992972,10.3698407002665,TRUE,TRUE,FALSE,NA,FALSE
"47","ENSG00000046604","DSG2","ENSMUSG00000044393","Dsg2","ortholog_one2one",0.259478503540625,0.0717543594494804,0.0949293106898207,"1","Liver.fat....",-0.0295680707636338,0.15221249234719,0.0490305389143059,"-1","Steatosis_perc_24",FALSE,0.259478503540625,0.0295680707636338,18,"trans",16650392,24.4554465043061,TRUE,FALSE,TRUE,NA,FALSE
"48","ENSG00000046604","DSG2","ENSMUSG00000044393","Dsg2","ortholog_one2one",0.259478503540625,0.0717543594494804,0.0949293106898207,"1","Liver.fat....",-0.0295680707636338,0.15221249234719,0.0490305389143059,"-1","Steatosis_perc_24",FALSE,0.259478503540625,0.0295680707636338,18,"cis",20059374,24.4374431047877,TRUE,TRUE,FALSE,NA,FALSE
"49","ENSG00000088387","DOCK9","ENSMUSG00000025558","Dock9","ortholog_one2one",0.175232236157305,0.243494346661797,0.0410611425948463,"1","Liver.fat....",-0.0827490866001778,0.0267523155448699,0.0491755139869332,"-1","Steatosis_perc_24",FALSE,0.175232236157305,0.0827490866001778,14,"trans",120385415,14.7925481258471,TRUE,FALSE,TRUE,NA,FALSE
"50","ENSG00000088387","DOCK9","ENSMUSG00000025558","Dock9","ortholog_one2one",0.175232236157305,0.243494346661797,0.0410611425948463,"1","Liver.fat....",-0.0827490866001778,0.0267523155448699,0.0491755139869332,"-1","Steatosis_perc_24",FALSE,0.175232236157305,0.0827490866001778,14,"cis",120928534,14.7132345274892,TRUE,TRUE,FALSE,NA,FALSE
"51","ENSG00000254709","IGLL5","ENSMUSG00000105906","Iglc1","ortholog_many2many",-0.0977256701646509,0.306233483062448,0.0316925537624342,"-1","Liver.fat....",-0.0638894947291894,0.117469600810972,0.0459324229786812,"-1","Steatosis_perc_24",TRUE,0.0977256701646509,0.0638894947291894,12,"trans",100415246,4.74982722737132,TRUE,FALSE,TRUE,NA,FALSE
"52","ENSG00000166401","SERPINB8","ENSMUSG00000026315","Serpinb8","ortholog_one2one",0.208930743110633,0.00498366016972468,0.215354437685055,"1","Liver.fat....",-0.0312800941612869,0.375976529947791,0.0502519586513879,"-1","Steatosis_perc_24",FALSE,0.208930743110633,0.0312800941612869,1,"trans",118300061,7.61510876782232,TRUE,FALSE,TRUE,NA,FALSE
"53","ENSG00000166401","SERPINB8","ENSMUSG00000026315","Serpinb8","ortholog_one2one",0.208930743110633,0.00498366016972468,0.215354437685055,"1","Liver.fat....",-0.0312800941612869,0.375976529947791,0.0502519586513879,"-1","Steatosis_perc_24",FALSE,0.208930743110633,0.0312800941612869,1,"cis",107607414,7.58885477495832,TRUE,TRUE,FALSE,NA,FALSE
"54","ENSG00000118271","TTR","ENSMUSG00000061808","Ttr","ortholog_one2one",-0.0876161180786525,0.208062243478801,0.0475865382082584,"-1","Liver.fat....",0.0808159594128353,0.749531235966251,0.0410951868830304,"1","Steatosis_perc_24",FALSE,0.0876161180786525,0.0808159594128353,18,"cis",20896196,23.246933592073,TRUE,TRUE,FALSE,NA,FALSE
"55","ENSG00000118271","TTR","ENSMUSG00000061808","Ttr","ortholog_one2one",-0.0876161180786525,0.208062243478801,0.0475865382082584,"-1","Liver.fat....",0.0808159594128353,0.749531235966251,0.0410951868830304,"1","Steatosis_perc_24",FALSE,0.0876161180786525,0.0808159594128353,18,"trans",16650392,21.9169225184672,TRUE,FALSE,TRUE,NA,FALSE
"56","ENSG00000134755","DSC2","ENSMUSG00000024331","Dsc2","ortholog_one2one",0.165122684071307,0.175205744224659,0.0549691601301761,"1","Liver.fat....",-0.0609967695975398,0.431682556342453,0.0468173361711626,"-1","Steatosis_perc_24",FALSE,0.165122684071307,0.0609967695975398,11,"trans",46480918,11.1416845492327,TRUE,FALSE,TRUE,NA,FALSE
"57","ENSG00000126231","PROZ","ENSMUSG00000031445","Proz","ortholog_one2one",0.207328716499636,0.339208508248764,0.114395842323203,"1","Liver.fat....",0.181424148606811,0.00385188743779985,0.108367464041356,"1","Steatosis_perc_24",TRUE,0.207328716499636,0.181424148606811,8,"trans",4630838,5.48549391440853,TRUE,FALSE,TRUE,NA,FALSE
"58","ENSG00000085224","ATRX","ENSMUSG00000031229","Atrx","ortholog_one2one",0.0303286562579951,0.804053043171167,0.00189201341222239,"1","Liver.fat....",0.175471511800138,0,0.111898058060245,"1","Steatosis_perc_24",TRUE,0.0303286562579951,0.175471511800138,2,"trans",117287890,4.58035014065327,TRUE,FALSE,TRUE,NA,FALSE
"59","ENSG00000167306","MYO5B","ENSMUSG00000025885","Myo5b","ortholog_one2one",0.080876416687987,0.648562143965344,0.00637012860041572,"1","Liver.fat....",0.139739592884651,0.00958422099374973,0.0623375388766294,"1","Steatosis_perc_24",TRUE,0.080876416687987,0.139739592884651,2,"trans",130443688,4.65293295832364,TRUE,FALSE,TRUE,NA,FALSE
"60","ENSG00000092964","DPYSL2","ENSMUSG00000022048","Dpysl2","ortholog_one2one",0.171862385461972,0.195115347250873,0.0503279494948201,"1","Liver.fat....",0.0752085221802953,0,0.11208318274706,"1","Steatosis_perc_24",TRUE,0.171862385461972,0.0752085221802953,14,"trans",63199073,7.66287023215285,TRUE,FALSE,TRUE,NA,FALSE
"61","ENSG00000092964","DPYSL2","ENSMUSG00000022048","Dpysl2","ortholog_one2one",0.171862385461972,0.195115347250873,0.0503279494948201,"1","Liver.fat....",0.0752085221802953,0,0.11208318274706,"1","Steatosis_perc_24",TRUE,0.171862385461972,0.0752085221802953,14,"cis",66638447,7.66287016762994,TRUE,TRUE,FALSE,NA,FALSE
"62","ENSG00000092964","DPYSL2","ENSMUSG00000022048","Dpysl2","ortholog_one2one",0.171862385461972,0.195115347250873,0.0503279494948201,"1","Liver.fat....",0.0752085221802953,0,0.11208318274706,"1","Steatosis_perc_24",TRUE,0.171862385461972,0.0752085221802953,10,"trans",39596133,6.87879096603233,TRUE,FALSE,TRUE,NA,FALSE
"63","ENSG00000197892","KIF13B","ENSMUSG00000060012","Kif13b","ortholog_one2one",0.104465371555316,0.307193229354849,0.0315690456039327,"1","Liver.fat....",-0.0769792918326763,0.000774608309925651,0.0842783015414827,"-1","Steatosis_perc_24",FALSE,0.104465371555316,0.0769792918326763,14,"trans",66824400,5.28514379169202,TRUE,FALSE,TRUE,NA,FALSE
"64","ENSG00000197892","KIF13B","ENSMUSG00000060012","Kif13b","ortholog_one2one",0.104465371555316,0.307193229354849,0.0315690456039327,"1","Liver.fat....",-0.0769792918326763,0.000774608309925651,0.0842783015414827,"-1","Steatosis_perc_24",FALSE,0.104465371555316,0.0769792918326763,14,"cis",63665949,5.02583460655637,TRUE,TRUE,FALSE,NA,FALSE
"65","ENSG00000186866","POFUT2","ENSMUSG00000020260","Pofut2","ortholog_one2one",-0.0572874618206574,0.54565024002757,0.208784651787791,"-1","Liver.fat....",-0.04174053182917,0.0721452661938031,0.0516851046514583,"-1","Steatosis_perc_24",TRUE,0.0572874618206574,0.04174053182917,10,"trans",82896068,8.64124877721543,TRUE,FALSE,TRUE,NA,FALSE
"66","ENSG00000186866","POFUT2","ENSMUSG00000020260","Pofut2","ortholog_one2one",-0.0572874618206574,0.54565024002757,0.208784651787791,"-1","Liver.fat....",-0.04174053182917,0.0721452661938031,0.0516851046514583,"-1","Steatosis_perc_24",TRUE,0.0572874618206574,0.04174053182917,10,"cis",77016053,7.75009923815451,TRUE,TRUE,FALSE,NA,FALSE
"67","ENSG00000104679","R3HCC1","ENSMUSG00000034194","R3hcc1","ortholog_one2one",-0.0876161180786525,0.073889524674183,0.319064939541356,"-1","Liver.fat....",0.121697301414888,0.0406117605631817,0.0678943877991763,"1","Steatosis_perc_24",FALSE,0.0876161180786525,0.121697301414888,2,"trans",115777096,4.8877161451563,TRUE,FALSE,TRUE,NA,FALSE
"68","ENSG00000160213","CSTB","ENSMUSG00000005054","Cstb","ortholog_one2one",-0.0741367152973214,0.251494645889625,0.0396467140812367,"-1","Liver.fat....",0.291411064499582,0,0.240054198912947,"1","Steatosis_perc_24",FALSE,0.0741367152973214,0.291411064499582,2,"trans",75668171,5.41655231987507,TRUE,FALSE,TRUE,NA,FALSE
"69","ENSG00000288722","F8A1","ENSMUSG00000078317","F8a","ortholog_one2many",0.117944774336648,0.249943250041166,0.0582438532465355,"1","Liver.fat....",0.039639436301824,0.521231453076144,0.053113362816695,"1","Steatosis_perc_24",TRUE,0.117944774336648,0.039639436301824,5,"trans",34551648,10.0838046555341,TRUE,FALSE,TRUE,NA,FALSE
"70","ENSG00000160209","PDXK","ENSMUSG00000032788","Pdxk","ortholog_one2one",-0.064027163211323,0.606956045104229,0.00810839770209341,"-1","Liver.fat....",-0.0345370350851305,0.0139960708601591,0.0517662334689601,"-1","Steatosis_perc_24",TRUE,0.064027163211323,0.0345370350851305,10,"trans",59422836,6.5876675092543,TRUE,FALSE,TRUE,NA,FALSE
"71","ENSG00000160209","PDXK","ENSMUSG00000032788","Pdxk","ortholog_one2one",-0.064027163211323,0.606956045104229,0.00810839770209341,"-1","Liver.fat....",-0.0345370350851305,0.0139960708601591,0.0517662334689601,"-1","Steatosis_perc_24",TRUE,0.064027163211323,0.0345370350851305,10,"cis",77515621,5.3486650578947,TRUE,TRUE,FALSE,NA,FALSE
"72","ENSG00000160209","PDXK","ENSMUSG00000032788","Pdxk","ortholog_one2one",-0.064027163211323,0.606956045104229,0.00810839770209341,"-1","Liver.fat....",-0.0345370350851305,0.0139960708601591,0.0517662334689601,"-1","Steatosis_perc_24",TRUE,0.064027163211323,0.0345370350851305,7,"trans",142375950,4.84957911775731,TRUE,FALSE,TRUE,NA,FALSE
"73","ENSG00000155313","USP25","ENSMUSG00000022867","Usp25","ortholog_one2one",0.151643281289976,0.209738764971905,0.0472457432190218,"1","Liver.fat....",-0.0540704481654418,0.143978224883617,0.0441851443937524,"-1","Steatosis_perc_24",FALSE,0.151643281289976,0.0540704481654418,16,"trans",70495353,11.8435794824921,TRUE,FALSE,TRUE,NA,FALSE
